,carat,Ideal,Premium,Very Good,Good,Fair,D,E,F,G,H,I,J,IF,VVS1,VVS2,VS1,VS2,SI1,SI2,I1
96,1.16,4064.75,4875.833333333333,6897.60294117647,5551.815789473684,5713.733333333334,6934.6,5778.625,7156.9375,7228.5675675675675,5325.413793103448,4855.470588235294,4670.0,3677.5,9190.4,5432.025,4809.09756097561,8246.0,6233.476190476191,10843.8,9897.0
97,1.17,4127.0,4411.8,6931.45652173913,5681.1,6009.916666666667,6944.444444444444,5988.5,6779.625,7819.818181818182,5460.777777777777,4658.7692307692305,4179.625,3087.1666666666665,7955.0,5419.05,4963.32,8029.583333333333,6970.733333333334,10675.666666666666,9488.4
98,1.18,4226.0,5165.0,7110.942857142857,6194.0,6245.166666666667,5040.428571428572,6558.0,9760.0,7580.2,5675.692307692308,5513.9047619047615,4663.0,3822.777777777778,6867.0,5824.478260869565,4790.789473684211,7213.0,7016.888888888889,9640.0,10141.666666666666
99,1.19,4570.666666666667,6381.8,7346.189189189189,5667.0,6608.941176470588,8508.625,6211.416666666667,8183.142857142857,8217.666666666666,5837.419354838709,5287.117647058823,4744.333333333333,3560.3333333333335,7207.0,5730.56,4943.75,7776.9375,6637.058823529412,13137.5,9801.777777777777
100,1.2,3597.214285714286,6201.162790697675,7434.868421052632,6379.058394160584,6513.390728476821,8125.666666666667,8295.28947368421,8034.15625,7585.153153153153,5974.631578947368,5358.285714285715,4713.461538461538,3118.2,10971.6,5828.986111111111,5182.196078431372,7621.626666666667,7138.663636363636,10669.85,10180.884615384615
101,1.21,4359.888888888889,6210.607142857143,7789.527777777777,6387.622950819672,6662.8,8222.833333333334,7777.933333333333,8449.136363636364,7997.771428571428,6375.965909090909,5354.2962962962965,4990.227272727273,3519.5,9265.0,5887.3875,5241.246376811594,8028.5901639344265,7049.827586206897,9999.7,9126.5
102,1.22,4234.0,5763.571428571428,7508.336956521739,6633.9277108433735,6746.027027027027,7407.428571428572,7403.823529411765,8905.689655172413,7880.773584905661,6505.528301886792,5719.727272727273,4981.944444444444,2780.5,10336.0,6095.927272727273,5421.444444444444,7690.575757575758,7412.574074074074,12704.57142857143,10168.923076923076
103,1.23,0.0,5073.444444444444,7744.032258064516,6854.0,7828.51282051282,7933.916666666667,9076.916666666666,8491.545454545454,8753.574468085106,6572.981132075472,6093.833333333333,5166.5,3718.3333333333335,8508.0,6143.529411764706,5513.763157894737,8248.324324324325,7193.961538461538,10319.818181818182,9691.193548387097
104,1.24,5624.666666666667,7348.0,7893.444444444444,6735.983333333334,6581.545454545455,8788.666666666666,6510.777777777777,8909.857142857143,8737.774193548386,6703.9473684210525,5648.766666666666,4680.45,3154.0,11712.666666666666,6152.2307692307695,5198.45,8454.09375,7264.382352941177,10683.4,11012.266666666666
105,1.25,0.0,6169.714285714285,7630.816666666667,6422.702127659574,7262.875,7960.2,7998.375,9316.727272727272,8693.90909090909,6704.575757575758,5716.185185185185,5164.476190476191,3500.0,12732.0,6278.076923076923,5396.8,7977.090909090909,7174.454545454545,11068.375,9183.1
106,1.26,4216.0,5323.25,8137.930232558139,7200.34375,7361.333333333333,8450.142857142857,9176.8,9502.846153846154,8446.809523809523,6856.666666666667,5582.933333333333,5249.833333333333,0.0,0.0,6600.7,5446.086956521739,9291.923076923076,7301.684210526316,11539.833333333334,11315.5
107,1.27,5334.0,5151.25,7313.511627906977,6687.777777777777,6659.190476190476,7662.25,8494.4,8449.916666666666,8893.75,6446.315789473684,5706.15,5370.5,3698.5,11157.0,6490.894736842105,5162.6,7855.529411764706,7268.88,12441.666666666666,9324.0
108,1.28,0.0,4848.0,8158.757575757576,7279.615384615385,8246.857142857143,8179.5,11947.0,8858.5,8811.814814814816,6120.0,6136.333333333333,5075.0,4097.333333333333,14127.8,6422.9375,5771.478260869565,9554.5,6973.2,11203.0,11384.0
109,1.29,3710.0,5608.0,7708.758620689655,7202.8,6706.0625,9528.666666666666,10001.5,7904.7692307692305,7974.615384615385,6819.0,5952.875,5638.75,3938.2,0.0,6524.315789473684,5820.928571428572,8825.4375,6843.666666666667,12425.0,10326.75
110,1.3,3523.6666666666665,6649.571428571428,9413.103448275862,7347.175,7196.428571428572,8268.625,9808.5,8731.266666666666,9594.636363636364,6618.666666666667,6771.076923076923,5402.866666666667,2541.5,11046.75,6912.941176470588,5945.181818181818,8033.75,7326.954545454545,11747.5,12074.222222222223
111,1.31,0.0,6204.857142857143,9130.48717948718,6738.441860465116,7149.4,13952.5,8687.0,9085.09090909091,9604.32,6976.038461538462,6163.625,5376.333333333333,0.0,0.0,6456.0,5633.8,8845.28,7919.818181818182,13323.75,11704.2
112,1.32,7267.5,6488.5,8497.0,6783.428571428572,7354.636363636364,0.0,7249.25,10249.125,9499.583333333334,6924.916666666667,6405.25,5523.166666666667,4583.5,0.0,6619.1578947368425,5704.5,8784.307692307691,8439.875,10240.333333333334,10701.4
113,1.33,5230.666666666667,8590.25,8842.291666666666,7436.571428571428,6280.727272727273,8587.5,7890.5,9002.857142857143,9524.214285714286,7076.35294117647,6911.222222222223,5992.9,4698.0,18435.0,6858.7,6168.055555555556,8279.375,7715.166666666667,12255.0,11868.0
114,1.34,5106.0,0.0,8650.045454545454,8050.0,7110.083333333333,6932.25,13578.666666666666,9568.666666666666,8262.8,8003.6,6844.333333333333,5682.571428571428,0.0,14386.0,7428.25,6014.470588235294,8396.285714285714,8160.8,10947.5,12555.333333333334
115,1.35,5476.2,5016.5,8248.181818181818,7233.684210526316,7200.416666666667,0.0,5758.0,10962.0,9002.0,7577.642857142857,6011.5,5644.5,4601.5,14616.0,6030.75,5463.181818181818,9507.9,7348.8,10639.0,11247.333333333334
116,1.36,4158.0,6797.0,9675.5,7659.333333333333,9831.42857142857,10184.333333333334,9224.0,9423.25,10238.0,8285.2,6724.0,5739.833333333333,0.0,0.0,8327.142857142857,5977.4,9792.75,8373.6,0.0,11935.875
117,1.37,0.0,0.0,10081.75,7254.785714285715,7736.666666666667,0.0,8476.666666666666,0.0,9787.23076923077,8462.285714285714,7595.0,5713.833333333333,0.0,13439.0,0.0,6197.6,9059.9,8168.333333333333,12398.5,9715.666666666666
118,1.38,4730.0,0.0,9476.0,7195.0,7836.0,0.0,0.0,11646.666666666666,8770.5,7438.0,5796.0,5969.666666666667,0.0,0.0,7836.0,6117.375,9411.75,8690.0,14609.0,0.0
119,1.39,0.0,7032.5,8727.0,7632.333333333333,8422.0,9519.0,8668.0,7519.666666666667,10529.833333333334,7981.0,6368.833333333333,6672.0,3985.0,13002.0,8258.75,6458.857142857143,7566.0,7932.571428571428,0.0,10366.5
120,1.4,0.0,9046.333333333334,9827.583333333334,8169.133333333333,9016.777777777777,9760.25,6147.0,10750.0,10298.833333333334,8323.8,7421.25,6015.25,0.0,10976.0,7523.111111111111,7161.083333333333,10376.4,9320.875,15971.0,12875.0
121,1.41,0.0,9511.6,10175.444444444445,9313.272727272728,10391.666666666666,7244.5,12609.25,12378.5,10651.888888888889,8161.625,6751.0,7582.0,0.0,0.0,8058.285714285715,7283.333333333333,11038.0,10014.666666666666,15740.5,14853.0
122,1.42,0.0,8780.5,10575.2,9412.8,10822.25,0.0,8914.666666666666,13556.75,11349.333333333334,7982.333333333333,7025.5,7773.0,0.0,0.0,8502.6,7667.5,10136.25,10138.5,17173.5,7773.0
123,1.43,6086.0,0.0,9688.8,11097.0,8634.2,11661.5,6086.0,8809.0,10324.75,9587.5,0.0,6562.5,0.0,0.0,8416.166666666666,6086.0,11400.0,10370.0,0.0,10129.0
124,1.44,7338.0,5987.0,8410.5,6136.8,7721.0,10846.0,5114.5,9653.0,6041.5,7295.0,4387.0,4064.0,5339.8,0.0,10189.0,6203.666666666667,7338.0,10967.0,0.0,0.0
125,1.45,4445.0,0.0,7477.0,9539.0,11181.333333333334,17545.0,0.0,7985.0,8740.0,8883.0,9683.0,6121.0,4320.0,9683.0,6316.0,4570.0,8645.0,9447.666666666666,0.0,17545.0
126,1.46,5613.5,0.0,9361.5,7686.571428571428,8578.5,8683.0,8421.0,9770.0,8283.8,6663.5,6453.0,6387.0,0.0,0.0,8578.5,6799.222222222223,12261.0,10302.0,0.0,0.0
127,1.47,4898.0,0.0,0.0,7312.5,9861.5,0.0,0.0,8214.5,9308.5,7176.75,6572.5,6223.0,4898.0,0.0,8663.0,7312.5,0.0,11060.0,0.0,0.0
128,1.48,0.0,0.0,8818.0,6651.0,7720.0,0.0,8818.0,0.0,0.0,6730.0,7641.0,0.0,0.0,0.0,0.0,7341.0,0.0,8196.0,0.0,0.0
129,1.49,8779.0,5407.0,13873.0,11498.0,7796.333333333333,0.0,0.0,11152.333333333334,10336.5,9593.333333333334,5407.0,0.0,6064.0,0.0,9335.666666666666,6590.0,12900.0,9552.0,0.0,18614.0
130,1.5,7515.422222222222,8713.009523809524,11139.58888888889,10449.372972972973,10487.901734104047,11504.265306122448,11321.524390243903,12172.942528735632,10709.078431372549,8934.387096774193,8543.598039215687,7315.5192307692305,4647.645161290323,14794.666666666666,9841.44966442953,7870.305555555556,11980.611111111111,11807.443037974683,12265.625,11778.727272727272
131,1.51,7725.388888888889,9320.16883116883,11678.09589041096,10743.015873015873,10653.164556962025,11759.757575757576,11858.294871794871,12401.666666666666,11968.89552238806,9734.330508474577,8613.58064516129,7668.090909090909,4866.357142857143,14763.5,9862.64417177914,8077.357798165138,12256.655913978495,11781.238888888889,12393.4,12426.451612903225
132,1.52,6579.692307692308,9509.08,11385.592592592593,10526.2,10960.8125,11580.483870967742,11779.354838709678,12656.648648648648,12124.981132075472,9510.96875,8849.358974358975,7979.909090909091,4167.666666666667,10419.0,10192.75,8499.786885245901,12417.285714285714,11728.430769230768,13611.7,12015.470588235294
133,1.53,7827.5,8465.142857142857,10767.258620689656,10777.095238095239,10755.775,12186.125,11542.764705882353,12213.736842105263,12344.315789473685,9856.48717948718,9149.258064516129,8094.944444444444,6419.0,11409.25,10552.735849056604,8285.694444444445,11774.607142857143,11191.30303030303,12229.2,14710.777777777777
134,1.54,9409.25,8654.0,11287.609756097561,10774.898305084746,10857.526315789473,14578.0,12200.454545454546,13032.933333333332,11722.358974358975,10180.388888888889,8373.73076923077,8037.2307692307695,5821.666666666667,13876.0,10174.333333333334,7976.75,12543.75,12321.047619047618,11638.0,13494.2
135,1.55,9045.0,9720.0,11357.634146341463,10599.933333333332,9793.583333333334,13083.142857142857,12520.222222222223,13616.857142857143,11772.727272727272,10495.52,9825.07142857143,7742.153846153846,0.0,13482.5,10332.04347826087,8808.947368421053,11371.866666666667,11744.347826086956,11869.0,15043.333333333334
136,1.56,7950.0,7858.333333333333,11225.0,10164.4,8893.785714285714,10542.0,10678.0,11273.75,12107.0,10414.888888888889,9009.4,7541.4,0.0,0.0,9972.478260869566,8203.904761904761,11197.42857142857,10787.333333333334,0.0,12729.333333333334
137,1.57,8133.0,12547.0,10800.363636363636,10262.387096774193,10093.75,11494.5,14441.0,12088.8,12089.76923076923,10428.235294117647,9535.045454545454,7920.857142857143,5170.0,0.0,10777.166666666666,8613.153846153846,11276.066666666668,10555.52,0.0,11976.0
138,1.58,0.0,9774.5,12099.818181818182,10425.772727272728,11763.153846153846,12614.666666666666,13377.25,11951.25,13094.25,11078.833333333334,9377.466666666667,8534.333333333334,4459.0,17329.0,11388.739130434782,8527.1,12597.416666666666,12127.25,11106.0,13402.0
139,1.59,0.0,9752.333333333334,11198.57142857143,11066.545454545454,10126.538461538461,11647.25,12712.285714285714,12728.0,11872.0,11601.166666666666,9501.764705882353,8294.111111111111,0.0,0.0,10464.473684210527,8881.714285714286,12939.727272727272,10621.333333333334,16599.0,14879.0
140,1.6,8666.0,12506.5,11552.37037037037,10678.42857142857,10617.181818181818,9792.0,10842.166666666666,11814.538461538461,14571.09090909091,10841.0,9552.0,8631.181818181818,0.0,16423.5,10205.722222222223,9293.8,11533.5,12048.7,14904.333333333334,16141.5
141,1.61,0.0,9755.0,12437.411764705883,10343.315789473685,9221.0,14059.333333333334,10389.5,14590.6,11147.3,10303.9,9393.285714285714,8591.857142857143,0.0,10257.5,10315.866666666667,9314.333333333334,14242.8,11728.692307692309,0.0,0.0
142,1.62,0.0,8254.666666666666,13437.0,11982.611111111111,9811.875,9116.5,12254.4,13810.692307692309,14377.0,10512.142857142857,10455.42857142857,6870.5,0.0,0.0,11859.0,8150.3,14210.375,13184.642857142857,0.0,0.0
143,1.63,0.0,10843.5,12092.842105263158,10191.5,11293.333333333334,0.0,13970.5,11659.833333333334,13051.25,11132.0,9827.75,9819.0,7164.5,0.0,10768.4375,9629.0,13481.857142857143,13004.142857142857,13211.0,12174.0
144,1.64,6901.5,7154.0,12566.09090909091,10944.23076923077,8890.857142857143,0.0,11471.5,11931.857142857143,11504.666666666666,11022.333333333334,10273.166666666666,7934.833333333333,4849.0,0.0,11641.5,8577.0,11076.666666666666,13349.333333333334,0.0,17604.0
145,1.65,5914.0,0.0,11423.454545454546,9722.142857142857,9852.666666666666,11279.5,8455.0,9693.0,11842.5,10628.4,10483.333333333334,7740.8,6912.0,17729.0,8704.714285714286,9714.111111111111,11591.0,12742.25,0.0,0.0
146,1.66,0.0,11793.5,10836.285714285714,9747.666666666666,10521.0,14224.0,10553.0,8236.5,12368.25,12786.0,8300.666666666666,8310.5,6135.0,14859.0,10110.75,8621.833333333334,12950.5,12765.0,0.0,9882.0
147,1.67,0.0,8013.0,12969.444444444445,9714.333333333334,12779.666666666666,14154.0,0.0,11341.0,16835.5,11382.166666666666,11349.6,8013.0,0.0,0.0,11104.333333333334,9694.666666666666,12966.8,11990.25,0.0,17028.0
148,1.68,0.0,5871.0,12985.125,11259.333333333334,14192.0,11147.0,9846.666666666666,12681.0,13879.166666666666,13427.0,0.0,7652.0,5871.0,0.0,12378.0,10617.0,15215.0,13549.25,0.0,0.0
149,1.69,0.0,17369.0,13114.142857142857,9794.0,10949.75,15011.0,15173.333333333334,14967.666666666666,15023.333333333334,10319.5,9499.6,5229.5,5994.4,0.0,12805.75,10317.0,16206.666666666666,14615.8,0.0,15889.0
150,1.7,10053.0,12063.0,11801.555555555555,12177.95588235294,12536.033333333333,12138.75,14607.833333333334,14065.470588235294,14551.235294117647,10792.0,10695.809523809523,9034.785714285714,6458.5,0.0,11664.354838709678,9293.257142857143,13870.478260869566,13437.75,14684.333333333334,14364.888888888889
151,1.71,8757.0,9926.111111111111,12397.37037037037,12251.542857142857,12331.95,13070.8,13227.714285714286,14534.375,14231.214285714286,12392.954545454546,10804.263157894737,9201.944444444445,0.0,0.0,11553.95,10192.045454545454,13348.235294117647,12645.4,0.0,13858.75
152,1.72,6752.0,11689.0,12278.333333333334,12507.578947368422,12183.222222222223,10312.0,17252.5,11862.285714285714,14655.2,12062.0,11224.2,8032.428571428572,6578.0,0.0,11435.8125,9849.125,16594.666666666668,14102.454545454546,0.0,14445.333333333334
153,1.73,6007.0,9849.75,12132.8,11962.0,12414.42857142857,12770.0,13736.0,11951.5,15930.0,10449.625,10997.125,8785.57142857143,8370.0,0.0,11431.64705882353,8297.333333333334,13806.57142857143,11689.4,0.0,18294.0
154,1.74,0.0,10381.5,13233.214285714286,10354.583333333334,13277.0,13566.333333333334,13974.666666666666,13342.0,16676.25,10406.75,10793.42857142857,9701.2,5749.0,0.0,12324.416666666666,9943.375,13674.8,14892.666666666666,0.0,0.0
155,1.75,0.0,10716.0,11440.333333333334,13153.6,13162.333333333334,13424.0,13095.666666666666,9966.5,16035.0,9805.375,12611.8,9803.666666666666,7455.0,0.0,12677.0,11146.0,14462.8,13997.857142857143,0.0,14394.0
156,1.76,9314.0,0.0,12280.6,13285.285714285714,11960.8,12965.0,12692.5,9659.0,16281.8,11609.75,11092.5,9848.0,0.0,0.0,11614.8,10187.285714285714,13336.833333333334,15362.5,0.0,14065.0
157,1.77,0.0,8109.0,10499.5,12498.0,12076.25,12546.0,15278.0,11965.0,10730.0,0.0,13388.0,8821.75,0.0,0.0,12774.0,9479.666666666666,12117.5,14484.5,0.0,0.0
158,1.78,0.0,9071.0,15485.5,12174.5,12456.666666666666,11855.5,0.0,15893.5,9071.0,14151.5,0.0,8889.0,0.0,0.0,13251.0,10417.75,15460.0,18128.0,0.0,0.0
159,1.79,0.0,9122.0,12775.5,13613.833333333334,15519.5,0.0,0.0,18429.0,13535.666666666666,13273.5,13151.75,9205.0,0.0,0.0,11666.0,10382.5,13725.25,16132.333333333334,0.0,0.0
160,1.8,0.0,11087.5,14810.42857142857,11018.0,10134.0,12338.0,0.0,14928.5,0.0,14038.75,10136.25,10718.0,0.0,0.0,13044.285714285714,10198.25,14521.25,0.0,0.0,0.0
161,1.81,7110.5,11336.0,0.0,13250.0,12822.0,0.0,13561.0,0.0,11336.0,0.0,12880.5,7110.5,5859.0,0.0,8362.0,12448.5,0.0,12880.5,0.0,0.0
162,1.82,5993.0,0.0,15802.0,14176.0,12466.4,0.0,0.0,15173.5,13559.75,11897.0,12320.0,10090.0,5993.0,0.0,15096.6,11584.333333333334,12014.5,14749.0,0.0,0.0
163,1.83,5083.0,0.0,13230.666666666666,11729.75,14026.5,0.0,12708.333333333334,11782.0,14398.666666666666,12597.0,12306.0,9066.0,5698.0,0.0,11913.6,12708.333333333334,13649.0,14583.0,0.0,0.0
164,1.84,0.0,0.0,8828.0,11868.666666666666,0.0,0.0,0.0,0.0,0.0,11868.666666666666,0.0,8828.0,0.0,0.0,13842.0,7922.0,8828.0,0.0,0.0,0.0
165,1.85,0.0,0.0,14375.0,0.0,5688.0,0.0,0.0,0.0,0.0,5688.0,14375.0,0.0,5688.0,0.0,0.0,0.0,0.0,0.0,0.0,14375.0
166,1.86,0.0,0.0,0.0,12470.0,13466.0,0.0,0.0,0.0,13420.0,13646.5,0.0,10798.0,0.0,0.0,14383.0,12118.666666666666,0.0,10798.0,0.0,17267.0
167,1.87,0.0,0.0,12617.666666666666,13634.5,0.0,0.0,16232.0,0.0,0.0,14399.0,0.0,10046.0,0.0,0.0,12108.0,11037.0,17761.0,0.0,0.0,0.0
168,1.88,0.0,8048.0,0.0,0.0,11912.333333333334,9791.0,0.0,0.0,0.0,12339.0,13607.0,8048.0,0.0,0.0,0.0,8919.5,0.0,12973.0,0.0,0.0
169,1.89,0.0,0.0,17553.0,0.0,15594.0,15594.0,0.0,0.0,0.0,17553.0,0.0,0.0,0.0,0.0,0.0,15594.0,17553.0,0.0,0.0,0.0
170,1.9,0.0,0.0,12304.0,12538.666666666666,0.0,0.0,0.0,12812.0,13919.0,12443.0,12165.0,10885.0,0.0,0.0,10885.0,12965.333333333334,0.0,12443.0,0.0,0.0
171,1.91,6632.0,0.0,12073.5,13275.333333333334,16375.0,0.0,0.0,17509.0,13970.5,6632.0,13275.333333333334,11447.0,0.0,0.0,14003.833333333334,9666.0,0.0,0.0,0.0,0.0
172,1.92,0.0,0.0,15472.0,0.0,15364.0,0.0,15364.0,0.0,0.0,15472.0,0.0,0.0,0.0,0.0,15472.0,15364.0,0.0,0.0,0.0,0.0
173,1.93,17995.0,0.0,18306.0,17353.0,0.0,0.0,0.0,18150.5,0.0,17353.0,0.0,0.0,0.0,0.0,18306.0,0.0,17995.0,17353.0,0.0,0.0
174,1.94,0.0,0.0,0.0,0.0,11916.5,0.0,0.0,0.0,0.0,0.0,11916.5,0.0,0.0,0.0,0.0,9344.0,0.0,14489.0,0.0,0.0
175,1.95,0.0,0.0,0.0,5045.0,15988.5,0.0,0.0,0.0,0.0,12340.666666666666,0.0,0.0,5045.0,0.0,14603.0,0.0,0.0,17374.0,0.0,0.0
176,1.96,5850.5,0.0,0.0,0.0,0.0,0.0,0.0,5554.0,0.0,0.0,6147.0,0.0,5850.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1.97,0.0,0.0,0.0,17535.0,17377.0,0.0,0.0,0.0,0.0,17456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17456.0,0.0,0.0
178,1.98,12923.0,0.0,14581.0,16171.0,15083.0,0.0,0.0,0.0,0.0,12923.0,15278.333333333334,0.0,0.0,0.0,14581.0,0.0,14547.0,15083.0,0.0,0.0
179,1.99,17713.0,13338.0,0.0,11486.0,0.0,0.0,0.0,0.0,11486.0,17713.0,0.0,13338.0,0.0,0.0,0.0,11486.0,0.0,15525.5,0.0,0.0
180,2.0,11585.969696969696,13895.39393939394,14901.708333333334,14003.421875,14819.708333333334,15854.166666666666,15904.222222222223,15655.166666666666,13789.933333333332,13923.811320754718,14038.145833333334,11752.485714285714,6915.4,0.0,15537.283018867925,13188.282608695652,14569.333333333334,15000.515151515152,0.0,15145.0
181,2.01,12842.095238095239,14651.135593220339,15538.413793103447,14948.158878504673,14786.402298850575,15913.857142857143,15779.1,15691.966666666667,15762.439024390244,15274.033333333333,14690.082474226803,12289.36170212766,6910.857142857143,0.0,15133.60909090909,14302.963768115942,16836.25,15745.642857142857,15836.0,0.0
182,2.02,12059.166666666666,14555.363636363636,14691.70588235294,15028.0,14988.2,15272.75,16860.0,16176.923076923076,14200.133333333333,15464.914285714285,14875.46875,12505.5,6346.0,0.0,15503.72972972973,14193.5,16377.285714285714,15601.764705882353,0.0,0.0
183,2.03,10428.0,13523.6,14843.9375,14373.6875,15390.21052631579,15570.0,15870.25,16053.8,15006.157894736842,14628.6,14430.107142857143,13064.058823529413,6544.25,0.0,15475.965517241379,14077.739130434782,14588.0,16762.3,0.0,15970.5
184,2.04,9802.0,16702.0,15204.90909090909,14568.69696969697,14961.95,17670.0,16388.5,17070.5,14092.0,15666.57142857143,14490.434782608696,13479.92857142857,8740.0,17327.0,15930.3,14857.423076923076,16354.5,14465.636363636364,0.0,0.0
185,2.05,17408.0,11587.0,16029.916666666666,15459.5,15249.888888888889,15333.5,17374.2,15840.75,15380.90909090909,16411.272727272728,13985.3,14732.0,7026.0,0.0,16660.916666666668,14961.653846153846,15992.166666666666,15654.833333333334,0.0,17214.0
186,2.06,0.0,12863.0,14809.785714285714,14492.681818181818,14934.57142857143,0.0,14634.0,14849.25,16469.75,12319.0,15163.588235294117,11335.857142857143,7087.0,0.0,14903.222222222223,14888.9,15393.0,15516.6,0.0,0.0
187,2.07,9759.5,16913.0,15481.307692307691,15196.4375,16234.333333333334,13016.0,15371.5,15992.0,13737.333333333334,15519.75,16105.75,13828.333333333334,6503.0,0.0,15690.733333333334,15374.6875,0.0,15469.555555555555,0.0,16769.0
188,2.08,0.0,12634.5,16298.7,14222.5625,15280.0,0.0,17376.333333333332,13437.0,15503.5,14636.384615384615,15119.181818181818,13585.0,6150.0,0.0,16030.857142857143,14428.2,0.0,16761.166666666668,0.0,0.0
189,2.09,0.0,11576.0,15243.625,14824.583333333334,16484.222222222223,0.0,0.0,16771.875,14064.666666666666,15076.0,15797.2,13747.8,0.0,0.0,15433.333333333334,15118.333333333334,16140.666666666666,15542.0,0.0,0.0
190,2.1,10982.833333333334,11969.5,15389.2,15121.0,14246.125,0.0,16783.0,16769.333333333332,11795.5,15928.0,14174.727272727272,13478.285714285714,6597.0,0.0,15548.666666666666,14339.047619047618,0.0,13458.2,17606.0,0.0
191,2.11,9826.0,0.0,14167.4,14209.214285714286,15639.142857142857,16802.5,17871.0,12545.0,14153.875,13508.25,15202.166666666666,12769.8,7426.5,0.0,15946.0,14331.21052631579,0.0,15977.0,0.0,0.0
192,2.12,0.0,0.0,16727.75,15126.0,15998.25,0.0,16002.0,17712.0,12836.0,16615.0,16301.0,12085.0,7508.0,0.0,18387.0,15658.461538461539,0.0,17161.0,0.0,0.0
193,2.13,13370.0,0.0,15889.5,15276.0,15304.0,0.0,0.0,17045.0,16406.25,15866.833333333334,13814.666666666666,14378.0,0.0,0.0,16020.75,15198.0,0.0,15184.0,0.0,0.0
194,2.14,8519.333333333334,14423.5,14612.7,15521.631578947368,16134.57142857143,17127.0,16493.666666666668,16383.0,15175.4,13460.166666666666,15645.3125,12237.857142857143,5866.5,0.0,15981.857142857143,14729.681818181818,0.0,16072.6,0.0,0.0
195,2.15,5430.0,13317.0,16151.222222222223,13141.666666666666,17065.0,0.0,0.0,0.0,15294.0,15249.875,14019.666666666666,11596.333333333334,5893.5,0.0,14939.0,15715.181818181818,15613.0,0.0,0.0,0.0
196,2.16,0.0,14266.0,15924.875,15605.2,15892.6,0.0,0.0,13857.0,16583.5,14232.333333333334,16629.166666666668,15966.833333333334,9036.0,0.0,15939.4,15666.57142857143,17506.0,15173.0,17891.0,0.0
197,2.17,6817.0,16036.0,17564.0,13217.42857142857,14722.333333333334,16472.0,0.0,9078.0,9569.0,14590.25,16962.666666666668,13577.666666666666,7947.5,0.0,15717.6,14312.42857142857,0.0,0.0,0.0,0.0
198,2.18,0.0,15452.333333333334,15527.857142857143,15287.25,14830.57142857143,0.0,0.0,18717.0,16142.75,15292.2,14940.375,14556.0,0.0,0.0,14700.166666666666,15391.666666666666,0.0,15522.0,0.0,0.0
199,2.19,0.0,12418.666666666666,16400.75,14909.375,15707.666666666666,18693.0,0.0,0.0,13978.0,16790.333333333332,14789.181818181818,11767.0,0.0,0.0,15602.2,14711.23076923077,0.0,0.0,0.0,0.0
200,2.2,7934.0,13919.0,15880.454545454546,15806.333333333334,13663.5,0.0,0.0,0.0,17017.333333333332,15428.6,15028.0,14480.75,7934.0,0.0,17201.0,14812.133333333333,15119.0,17354.333333333332,0.0,0.0
201,2.21,0.0,0.0,15897.0,15059.444444444445,16076.75,0.0,0.0,17570.0,16679.2,13828.75,17749.0,12728.0,0.0,0.0,17749.0,15145.357142857143,0.0,0.0,0.0,0.0
202,2.22,8226.333333333334,15718.0,15279.75,14938.166666666666,14046.0,0.0,0.0,13553.0,13572.5,6564.0,15879.5,11839.333333333334,6085.5,0.0,16124.0,13752.454545454546,0.0,16512.5,0.0,0.0
203,2.23,0.0,0.0,0.0,14777.0,13693.5,0.0,0.0,0.0,16805.0,12921.0,18149.0,14063.125,0.0,0.0,13818.666666666666,13787.75,16025.0,15916.0,0.0,0.0
204,2.24,0.0,0.0,16649.166666666668,14906.666666666666,16317.5,0.0,0.0,17989.0,0.0,16366.5,16266.875,13704.333333333334,0.0,0.0,18299.0,16035.0,11970.0,15316.0,0.0,0.0
205,2.25,6861.0,15287.0,14263.333333333334,16260.42857142857,14186.0,18007.0,9072.0,0.0,7069.0,14173.75,15652.6,14962.666666666666,7598.0,0.0,16391.0,15606.42857142857,0.0,0.0,0.0,0.0
206,2.26,0.0,16241.0,16014.25,14195.0,13860.0,0.0,0.0,0.0,12831.0,14261.833333333334,16462.0,17010.0,0.0,0.0,16904.0,14542.666666666666,0.0,17010.0,0.0,0.0
207,2.27,6432.0,15650.0,15664.0,15431.0,0.0,0.0,0.0,0.0,12737.0,14249.0,14487.0,13259.333333333334,6432.0,0.0,16352.5,14458.75,17022.5,0.0,0.0,0.0
208,2.28,0.0,14350.0,15265.666666666666,17373.666666666668,12907.0,0.0,0.0,0.0,0.0,16284.666666666666,0.0,15264.2,0.0,0.0,13552.5,16284.666666666666,16383.0,16450.0,0.0,0.0
209,2.29,13256.0,0.0,13850.0,16723.571428571428,14785.0,0.0,0.0,0.0,14395.0,14584.0,18562.666666666668,14561.2,0.0,18594.0,16558.666666666668,14293.285714285714,0.0,16262.0,0.0,0.0
210,2.3,0.0,0.0,16344.166666666666,14487.666666666666,14603.0,0.0,0.0,0.0,15088.5,15595.0,15483.0,14811.0,0.0,0.0,17193.0,14810.0,0.0,17150.5,0.0,0.0
211,2.31,7257.0,0.0,0.0,15515.333333333334,16602.0,0.0,0.0,0.0,7257.0,13050.0,17159.2,15868.0,7257.0,0.0,16613.0,15476.0,17451.0,14830.0,0.0,0.0
212,2.32,6860.0,0.0,17939.0,15379.0,18508.0,0.0,0.0,16237.0,18532.0,14482.666666666666,16032.75,16536.666666666668,6860.0,0.0,18053.0,16292.57142857143,17891.0,17053.0,0.0,0.0
